id,formula,reduced_formula,elements,n_elements,nsites,volume,density,crystal_system,space_group,space_group_number,point_group,dimensionality,corrected_energy,formation_energy_per_atom,decomposition_energy_per_atom,decomposition_energy_relative,bandgap_ev,bandgap_type,gnome_material_id,source,data_version,created_at
Be8C2Co4Mo2W10,Be8C2Co4Mo2W10,Be4Co2MoW5C,Be; C; Co; Mo; W,5,26,304408.0,128854.0,monoclinic,Cm,8,m,intercalated ion,-2354129.0,-2822.0,-954.0,-8.0,,semiconductor,003a4dbd76,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.671868Z
As1Pr18Si15Sm2,As1Pr18Si15Sm2,Pr18Sm2Si15As,Si; As; Pr; Sm,4,36,9577246.0,57793.0,triclinic,P1,1,1,3D,-2068844.0,-7042.0,-185.0,0.0,0.0006,semiconductor,003b3d40aa,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.674967Z
Ag2Cd21P1Pr6,Ag2Cd21P1Pr6,Pr6Cd21Ag2P,P; Ag; Cd; Pr,4,30,7195318.0,79684.0,monoclinic,Cm,8,m,3D,-700192.0,-3625.0,-218.0,-4.0,0.002,semiconductor,003c37f099,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.678414Z
Er18Hg6Ni2Tm2,Er18Hg6Ni2Tm2,Er9TmNiHg3,Ni; Er; Tm; Hg,4,28,7475178.0,103728.0,hexagonal,P6_3/mmc,194,6/mmm,,-1137948.0,-3301.0,-454.0,-3.0,,semiconductor,003cd8f5b9,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.681479Z
Er2Ga3Ge1Pr4,Er2Ga3Ge1Pr4,Pr4Er2Ga3Ge,Ga; Ge; Pr; Er,4,10,2739599.0,7152.0,orthorhombic,Amm2,38,mm2,3D,-477083.0,-5742.0,-68.0,1.0,0.0018,semiconductor,003d80e4dc,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.684323Z
Ac2Ge2In2O2,Ac2Ge2In2O2,AcInGeO,O; Ge; In; Ac,4,8,185214.0,77185.0,tetragonal,P4/nmm,129,4/mmm,2D,-466754.0,-17235.0,-192.0,-1.0,0.0132,semiconductor,003d93e0e0,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.687136Z
Fe2P12Ru17Y5,Fe2P12Ru17Y5,Y5Fe2P12Ru17,P; Fe; Y; Ru,4,36,534076.0,82272.0,orthorhombic,Amm2,38,mm2,3D,-3027302.0,-8565.0,-92.0,-3.0,0.0194,semiconductor,003e148cb3,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.689745Z
Pa6Sb3Sn7Zr2,Pa6Sb3Sn7Zr2,Zr2Pa6Sn7Sb3,Zr; Sn; Sb; Pa,4,18,4597815.0,99857.0,monoclinic,Pm,6,m,3D,-1230837.0,-4692.0,-1008.0,-7.0,0.0005,semiconductor,003e69275e,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.692666Z
As1Er20Si15,As1Er20Si15,Er20Si15As,Si; As; Er,3,36,8102684.0,78724.0,triclinic,P1,1,1,3D,-2054716.0,-78.0,-3.0,5.0,0.0013,semiconductor,003e87eadf,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.695430Z
Ac3Cd4Nd1Pb4,Ac3Cd4Nd1Pb4,Ac3Nd(CdPb)4,Cd; Nd; Pb; Ac,4,12,3779314.0,92431.0,trigonal,P-3m1,164,-3m,3D,-408517.0,-4315.0,-1851.0,4.0,0.0112,semiconductor,003ee3cd35,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.698157Z
Er12Fe2Hg6Y8,Er12Fe2Hg6Y8,Y4Er6FeHg3,Fe; Y; Er; Hg,4,28,7547152.0,88748.0,hexagonal,P6_3/mmc,194,6/mmm,3D,-1329309.0,-2723.0,-381.0,1.0,inf,semiconductor,003ef22fbd,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.700933Z
Er12Pb16Sm7Tb1,Er12Pb16Sm7Tb1,TbSm7(Er3Pb4)4,Sm; Tb; Er; Pb,4,36,10729843.0,101116.0,triclinic,P1,1,1,3D,-17123.0,-5375.0,-147.0,-1.0,inf,semiconductor,003f09427c,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.703602Z
Er5Ni4Tb3Tm4,Er5Ni4Tb3Tm4,Tb3Er5(TmNi)4,Ni; Tb; Er; Tm,4,16,4030219.0,91616.0,triclinic,P1,1,1,3D,-819702.0,-2628.0,-8.0,7.0,0.0034,semiconductor,003f28b6ac,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.714759Z
Eu2In1O1Pr1,Eu2In1O1Pr1,PrEu2InO,O; In; Pr; Eu,4,5,1289487.0,7413.0,tetragonal,P4/mmm,123,4/mmm,3D,-40666.0,-15203.0,-449.0,-109.0,0.0077,semiconductor,003f8ebd3e,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.719628Z
Mo12Si16Sr1Tm7,Mo12Si16Sr1Tm7,SrTm7(Si4Mo3)4,Si; Sr; Mo; Tm,4,36,6057076.0,78703.0,triclinic,P1,1,1,,-2728791.0,-6363.0,216.0,-52.0,,semiconductor,003fc70935,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.722853Z
Al1Li3Pr3Sb2,Al1Li3Pr3Sb2,Li3Pr3AlSb2,Li; Al; Sb; Pr,4,9,2237017.0,53004.0,hexagonal,P-62m,189,-6m2,intercalated ion,-385595.0,-7197.0,-226.0,-97.0,,semiconductor,0040c9f09d,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.725964Z
Ca6Li16Pb8,Ca6Li16Pb8,Li8Ca3Pb4,Li; Ca; Pb,3,30,6853757.0,48677.0,cubic,Fm-3m,225,m-3m,intercalated ion,-84726.0,-4149.0,-97.0,-9.0,,semiconductor,0041f5f4de,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.728937Z
B4Mn1Nb5Ru9Ti1,B4Mn1Nb5Ru9Ti1,TiMnNb5B4Ru9,B; Ti; Mn; Nb; Ru,5,20,2639664.0,95632.0,monoclinic,P2/m,10,2/m,3D,-187739.0,-4994.0,-15.0,-15.0,0.0006,semiconductor,0041fa3274,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.732000Z
Co16Sc4Si12V4,Co16Sc4Si12V4,ScVCo4Si3,Si; Sc; V; Co,4,36,4548479.0,60732.0,orthorhombic,Pnma,62,mmm,3D,-2637488.0,-6457.0,-164.0,-79.0,0.0021,semiconductor,00421e13bb,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.734991Z
As14Mo2Tc4,As14Mo2Tc4,Tc2MoAs7,As; Mo; Tc,3,20,3450269.0,78582.0,orthorhombic,Fmm2,42,mm2,3D,-133824.0,-2731.0,-573.0,0.0,0.7056,semiconductor,004268dee7,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.737660Z
Co17Pr2Si8Tc1,Co17Pr2Si8Tc1,Pr2Co17Si8Tc,Si; Co; Tc; Pr,4,28,3490552.0,76419.0,monoclinic,Cm,8,m,3D,-1969841.0,-4578.0,-42.0,6.0,0.0003,semiconductor,0042e3f0ba,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.740460Z
As6Co16Nb2P6Zr6,As6Co16Nb2P6Zr6,Zr3NbCo8(AsP)3,P; Co; As; Zr; Nb,5,36,4882285.0,78616.0,monoclinic,Pm,6,m,3D,-2750852.0,-8175.0,-57.0,-11.0,0.0006,semiconductor,0043230ef0,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.743307Z
O42S12Sn2Tl4,O42S12Sn2Tl4,Tl2Sn(S2O7)3,O; S; Sn; Tl,4,60,10573789.0,33163.0,trigonal,P-3,147,-3,intercalated ion,-3800775.0,-17527.0,-617.0,-452.0,,semiconductor,00433a915b,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.746187Z
B16Ge2Si2Tm2Y8,B16Ge2Si2Tm2Y8,Y4TmSiGeB8,B; Si; Ge; Y; Tm,5,30,4245576.0,55678.0,orthorhombic,Cmmm,65,mmm,3D,-2083395.0,-6896.0,-36.0,3.0,0.0047,semiconductor,00442e42c4,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.748955Z
Er1Gd1Nd2O18Se6,Er1Gd1Nd2O18Se6,Nd2GdEr(SeO3)6,O; Se; Nd; Gd; Er,5,28,4652945.0,49062.0,triclinic,P1,1,1,3D,-2034052.0,-23281.0,-616.0,-6.0,,semiconductor,004434fc08,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.751598Z
Pa2Te8,Pa2Te8,PaTe4,Te; Pa,2,10,3638718.0,67671.0,tetragonal,P4/mcc,124,4/mmm,3D,-527868.0,-8611.0,-269.0,-246.0,0.0011,semiconductor,0044657866,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.754112Z
Ag1Nd20Si15,Ag1Nd20Si15,Nd20Si15Ag,Si; Ag; Nd,3,36,9434244.0,6009.0,triclinic,P1,1,1,3D,-2026766.0,-6417.0,-141.0,-64.0,,semiconductor,0044890e1f,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.756861Z
Li8Sb2Sn6Y8,Li8Sb2Sn6Y8,Li4Y4Sn3Sb,Li; Y; Sn; Sb,4,24,5561921.0,51428.0,monoclinic,Cc,9,m,intercalated ion,-117386.0,-7528.0,-166.0,-37.0,0.0048,semiconductor,0044a266d3,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.759572Z
Eu6O14Pb2,Eu6O14Pb2,Eu3PbO7,O; Eu; Pb,3,22,3297696.0,78058.0,orthorhombic,Cmcm,63,mmm,3D,-1977257.0,-26944.0,-1741.0,-993.0,0.0004,semiconductor,0045503622,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.762343Z
Co4Er10Ru1Sn1Tm2,Co4Er10Ru1Sn1Tm2,Er10Tm2Co4SnRu,Co; Ru; Sn; Er; Tm,5,18,4258575.0,96155.0,monoclinic,C2/m,12,2/m,3D,-10267.0,-3513.0,-33.0,0.0,0.0016,semiconductor,00460bdd8d,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.765189Z
O10P2Pa1Sb1,O10P2Pa1Sb1,PaSb(PO5)2,O; P; Sb; Pa,4,14,2069737.0,46111.0,triclinic,P-1,2,-1,,-1142403.0,-28779.0,-2662.0,-162.0,,semiconductor,00461050ab,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.767774Z
O10P1S1Tc2,O10P1S1Tc2,Tc2PSO10,O; P; S; Tc,4,14,1815394.0,38329.0,monoclinic,C2,5,2,3D,-1075551.0,-1986.0,-595.0,-81.0,0.0047,semiconductor,004615cd9b,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.770306Z
Hg20Tb1Y13,Hg20Tb1Y13,TbY13Hg20,Y; Tb; Hg,3,34,8577198.0,103121.0,monoclinic,Cm,8,m,,-1110679.0,-4793.0,-177.0,1.0,,semiconductor,0046cc4463,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.773023Z
La7Li12O48Tb5W8,La7Li12O48Tb5W8,Li12La7Tb5(WO6)8,Li; O; La; Tb; W,5,80,10023412.0,6774.0,triclinic,P1,1,1,intercalated ion,-6633563.0,-30195.0,-226.0,-154.0,,semiconductor,00474b99a4,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.775785Z
Al1Ni1Sb4Sn2Zr10,Al1Ni1Sb4Sn2Zr10,Zr10AlNi(SnSb2)2,Al; Ni; Zr; Sn; Sb,5,18,3838681.0,74507.0,monoclinic,Cm,8,m,3D,-1327014.0,-7313.0,-142.0,-1.0,0.004,semiconductor,00486e3322,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.778552Z
Bi8Co4Er14Tb6,Bi8Co4Er14Tb6,Tb3Er7(CoBi2)2,Co; Tb; Er; Bi,4,32,8763611.0,98582.0,monoclinic,P2_1/m,11,2/m,3D,-1688384.0,-5478.0,-35.0,6.0,0.003,semiconductor,0049838117,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.781372Z
Co1Fe3Zn1Zr1,Co1Fe3Zn1Zr1,ZrZnFe3Co,Fe; Co; Zn; Zr,4,6,805752.0,78952.0,trigonal,R3m,160,3m,3D,-435129.0,-1979.0,-92.0,-28.0,0.0135,semiconductor,004a4e40c8,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.784151Z
Eu16Li4Ni4,Eu16Li4Ni4,LiEu4Ni,Li; Ni; Eu,3,24,757722.0,59038.0,cubic,F-43m,216,-43m,intercalated ion,-197603.0,-906.0,-668.0,-179.0,,semiconductor,004ba477c3,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.786911Z
Bi1Co4Er6Gd6Ru1,Bi1Co4Er6Gd6Ru1,Gd6Er6Co4BiRu,Co; Ru; Gd; Er; Bi,5,18,4421856.0,93613.0,monoclinic,C2/m,12,2/m,3D,-1592792.0,-3232.0,-427.0,8.0,,semiconductor,004ccbf0eb,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.790218Z
Ca2Cd1In1Ni4,Ca2Cd1In1Ni4,Ca2CdInNi4,Ca; Ni; Cd; In,4,8,1455339.0,6186.0,orthorhombic,Pmm2,25,mm2,3D,-327791.0,-2466.0,-61.0,-6.0,0.0058,semiconductor,004d7f7dc5,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.793387Z
Er8Ga14Sc12Si2,Er8Ga14Sc12Si2,Er4Sc6Ga7Si,Si; Sc; Ga; Er,4,36,7785901.0,6206.0,monoclinic,P2_1/m,11,2/m,3D,-1890046.0,-6453.0,-223.0,3.0,0.0035,semiconductor,004e1e4f22,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.796370Z
La4Li1Si6Zn1,La4Li1Si6Zn1,LiLa4ZnSi6,Li; Si; Zn; La,4,12,2624052.0,50403.0,orthorhombic,Fmm2,42,mm2,intercalated ion,-633766.0,-6593.0,-599.0,-62.0,0.0029,semiconductor,004e4974fa,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.799414Z
Er1Nb2O8Y1,Er1Nb2O8Y1,YErNb2O8,O; Y; Nb; Er,4,12,151307.0,62552.0,monoclinic,C2,5,2,,-1135801.0,-35633.0,14.0,8.0,,semiconductor,00503ec59b,Acadia Nanoforge Database,1.0,2025-10-30T15:11:14.802458Z
